Date,Open,High,Low,Close,Volume From,Volume To
14.09.2024,60498,60610.45,59400,59993.03,12137.91,728527024.34
15.09.2024,59993.03,60395.8,58691.05,59132,13757.92,822410872.39
16.09.2024,59132,59210.7,57493.3,58213.99,26477.56,1543273198.69
17.09.2024,58213.99,61320,57610.01,60313.99,33116.26,1983378424.76
18.09.2024,60313.99,61786.24,59174.8,61759.99,36087.02,2174000496.85
19.09.2024,61759.99,63850,61555,62947.99,34332.53,2153175931.17
20.09.2024,62947.99,64133.32,62350,63201.05,25466.38,1611195964
21.09.2024,63201.05,63559.9,62758,63348.96,8375.35,528657852.32
22.09.2024,63348.96,64000,62357.93,63578.76,14242.2,897477338.37
23.09.2024,63578.76,64745.88,62538.75,63339.99,24078.05,1531015038.36
24.09.2024,63339.99,64688,62700,64262.7,23185.05,1472720338.86
25.09.2024,64262.7,64817.99,62947.08,63152.01,17813.11,1135250828.28
26.09.2024,63152.01,65839,62670,65173.99,28373.31,1831204595.96
27.09.2024,65173.99,66498,64819.9,65769.95,22048.8,1448852210.35
28.09.2024,65769.95,66260,65422.23,65858,9127.23,600118483.12
29.09.2024,65858,66076.12,65432,65602.01,8337.74,547980013.71
30.09.2024,65602.01,65618.8,62856.3,63327.59,30011.09,1920250261.74
01.10.2024,63327.59,64130.63,60164,60805.78,43671.48,2723672081.85
02.10.2024,60805.78,62390.31,60000,60649.28,31534.7,1928377637.82
03.10.2024,60649.28,61477.19,59828.11,60752.71,26221.43,1590773866.79
04.10.2024,60752.71,62484.85,60459.9,62086,21294.66,1311145630.52
05.10.2024,62086,62370.56,61689.26,62058,7807.46,484588468.34
06.10.2024,62058,62975,61798.97,62819.91,8906.86,555669634.48
07.10.2024,62819.91,64478.19,62128,62224,25966.19,1646315506.6
08.10.2024,62224,63200,61860.31,62160.49,19702.22,1230076253.82
09.10.2024,62160.49,62543.75,60301,60636.02,20011.16,1234778807.59
10.10.2024,60636.02,61321.68,58946,60326.39,23967.92,1445604381.93
11.10.2024,60326.39,63417.56,60087.64,62540,23641.35,1462219576.85
12.10.2024,62540,63480,62487.23,63206.22,10911.3,686978509
13.10.2024,63206.22,63285.72,62050,62870.02,11909.22,746564374.22
14.10.2024,62870.02,66500,62457.81,66083.99,37669.95,2450094472.82
15.10.2024,66083.99,67950,64800.01,67074.14,43683.95,2894021862.31
16.10.2024,67074.14,68424,66750.49,67620.01,29938.26,2024560410.14
17.10.2024,67620.01,67939.4,66666,67421.78,25328.23,1702164439.57
18.10.2024,67421.78,69000,67192.36,68428,28725.64,1959735899.93
19.10.2024,68428,68693.26,68010,68378,8193.67,559628628.96
20.10.2024,68378,69400,68100,69031.99,12442.47,854082429.81
21.10.2024,69031.99,69519.52,66840.67,67377.5,31374.42,2130833593.54
22.10.2024,67377.5,67836.01,66571.42,67426,24598.96,1654285791.68
23.10.2024,67426,67472.83,65260,66668.65,25530.24,1695101430.96
24.10.2024,66668.65,68850,66510,68198.28,22589.84,1526736320.92
25.10.2024,68198.28,68771.49,65596.29,66698.33,34479.71,2320667435.27
26.10.2024,66698.33,67454.55,66439.9,67092.76,11842.91,792887047.15
27.10.2024,67092.76,68332.05,66913.73,68021.7,8653.2,585006148.47
28.10.2024,68021.7,70270,67618,69962.21,29046.75,2005105729.82
29.10.2024,69962.21,73620.12,69760,72736.42,50128.61,3602465986.9
30.10.2024,72736.42,72961,71436,72344.74,26885.99,1941210537.3
31.10.2024,72344.74,72700,69685.76,70292.01,29352.1,2091144977.53
01.11.2024,70292.01,71632.95,68820.14,69496.01,38301.87,2677358022.03
02.11.2024,69496.01,69914.37,69000.14,69374.74,10521.67,731232427.63
03.11.2024,69374.74,69391,67478.73,68775.99,24995.7,1709666206.42
04.11.2024,68775.99,69500,66835,67850.01,29800.39,2033902307.01
05.11.2024,67850.01,70577.91,67476.63,69372.01,33355.07,2310418908.08
06.11.2024,69372.01,76400,69298,75571.99,104126.99,7702283270.27
07.11.2024,75571.99,76849.99,74416,75857.89,44869.42,3391796662.02
08.11.2024,75857.89,77199.99,75555,76509.78,36521.1,2784449097.57
09.11.2024,76509.78,76900,75714.66,76677.46,16942.08,1294709001.61
10.11.2024,76677.46,81500,76492,80370.01,61830.1,4905441473.98
11.11.2024,80370.01,89530.54,80216.01,88647.99,82323.67,6944268710
12.11.2024,88647.99,89940,85072,87952.01,97299.89,8540084566.32
13.11.2024,87952.01,93265.64,86127.99,90375.2,86763.85,7790928962.09
14.11.2024,90375.2,91790,86668.21,87325.59,56729.51,5073860816.03
15.11.2024,87325.59,91850,87073.38,91032.07,47927.95,4276238971.24
16.11.2024,91032.07,91779.66,90056.17,90586.92,22717.88,2067958511.92
17.11.2024,90586.92,91449.99,88722,89855.99,23867.56,2153871724.85
18.11.2024,89855.99,92594,89376.9,90464.08,46545.03,4239909950.68
19.11.2024,90464.08,93905.51,90357,92310.79,43660.05,4025108502.9
20.11.2024,92310.79,94831.97,91500,94286.56,42203.2,3950932314.72
21.11.2024,94286.56,98988,94040,98317.12,69228.36,6722807908.36
22.11.2024,98317.12,99588.01,97122.11,98892,46189.31,4555536773.47
23.11.2024,98892,98908.85,97136,97672.4,24757.84,2431609866.29
24.11.2024,97672.4,98564,95734.77,97900.04,31200.98,3034172011.95
25.11.2024,97900.04,98871.8,92600.19,93010.01,50847.45,4883444806.39
26.11.2024,93010.01,94973.37,90791.1,91965.16,57858.73,5370918648.83
27.11.2024,91965.16,97208.21,91792.14,95863.11,41153.43,3894358511.66
28.11.2024,95863.11,96564,94640,95643.98,28814.54,2749861591.25
29.11.2024,95643.98,98619.99,95364.99,97460,27701.78,2690451030.67
30.11.2024,97460,97463.95,96092.01,96407.99,14503.83,1402672950.67
01.12.2024,96407.99,97836,95693.88,97185.18,16938.6,1641327626.59
02.12.2024,97185.18,98130,94395,95840.62,37958.67,3646639621.75
03.12.2024,95840.62,96305.52,93578.17,95849.69,35827.32,3413995542.04
04.12.2024,95849.69,99000,94587.83,98587.32,43850.54,4241994533.82
05.12.2024,98587.32,104088,90500,96945.63,109921.73,11048002942.23
06.12.2024,96945.63,101898.99,95981.72,99740.84,45049.53,4456641685.41
07.12.2024,99740.84,100439.18,98844,99831.99,14931.95,1487953846.85
08.12.2024,99831.99,101351,98657.7,101109.59,14613,1459576946.4
09.12.2024,101109.59,101215.93,94150.05,97276.47,53949.12,5283626995.72
10.12.2024,97276.47,98270,94256.54,96593,51708.69,4988660195.09
11.12.2024,96593,101888,95658.24,101125,37753.78,3745703763.04
12.12.2024,101125,102540,99311.64,100004.29,29232.09,2949462583.9
13.12.2024,100004.29,101895.26,99205,101424.25,21904.04,2203903393.09
14.12.2024,101424.25,102650,100609.41,101420,14191.7,1441594367.04
15.12.2024,101420,105250,101237.14,104463.99,22228.92,2290462903.84
16.12.2024,104463.99,107793.07,103333,106058.66,41302.4,4364964400.68
17.12.2024,106058.66,108353,105321.49,106133.74,29064.94,3103833327.82
18.12.2024,106133.74,106524.98,100000,100204.01,50308,5194263316.27
19.12.2024,100204.01,102800.11,95700,97461.86,55147.4,5487546517.7
